participant_id,group,from,to,time_ms,from_category,to_category,from_fallacy_type,to_fallacy_type,from_element_type,to_element_type
participant_1773701115892,control,0-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,31,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-2,63,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-2,(none),30,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,92,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,217,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,news-content-2,31,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-2,news-content-3,32,paragraph,paragraph,,,other,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,40,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-2,55,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,63,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,125,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,94,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,64,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),30,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,62,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,92,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,33,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),29,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-2,32,other,paragraph,,,other,other
participant_1773701115892,control,news-content-2,(none),32,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),30,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,156,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,94,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,158,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,(none),62,paragraph,other,,,other,other
participant_1773701115892,control,(none),news-content-3,32,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,(none),30,paragraph,other,,,other,other
participant_1773701115892,control,(none),1-news-sentence-3,94,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),62,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,61,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,96,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,342,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,31,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,155,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,(none),93,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-3,63,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-4,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-4,(none),64,article_text,other,,,sentence,other
participant_1773701115892,control,(none),0-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,61,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,21,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,27,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,29,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,154,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,32,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,63,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,31,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,128,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,30,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,125,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),1-news-sentence-3,30,other,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,64,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,30,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-2,32,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-2,0-news-sentence-3,33,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,28,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,190,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,64,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,123,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,62,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,(none),282,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,93,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,63,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,news-content-3,33,article_text,paragraph,,,sentence,other
participant_1773701115892,control,news-content-3,1-news-sentence-3,29,paragraph,article_text,,,other,sentence
participant_1773701115892,control,1-news-sentence-3,0-news-sentence-3,32,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,0-news-sentence-3,1-news-sentence-3,126,article_text,article_text,,,sentence,sentence
participant_1773701115892,control,1-news-sentence-3,(none),32,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,30,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,31,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,(none),31,article_text,other,,,sentence,other
participant_1773701115892,control,(none),news-content-3,66,other,paragraph,,,other,other
participant_1773701115892,control,news-content-3,0-news-sentence-3,29,paragraph,article_text,,,other,sentence
participant_1773701115892,control,0-news-sentence-3,news-content-3,64,article_text,paragraph,,,sentence,other
